date,hostname,os,uptime_hours,adobe_runtime_minutes,cpu_usage_percent,memory_usage_percent,disk_free_gb,health_status,ticket_opened
2026-03-01,EDGE-003,Ubuntu 24.04,16.59,2.17,45.3,56.2,14.9,Failure,False
2026-03-01,EDGE-004,Windows 11,7.52,2.17,37.4,74.0,102.9,Healthy,False
2026-03-01,EDGE-005,Windows XP,13.42,1.5,40.0,39.9,315.5,Healthy,False
2026-03-01,EDGE-006,Ubuntu 24.04,14.04,6.02,37.1,52.1,24.2,Warning,False
2026-03-01,EDGE-007,Ubuntu 24.04,14.75,14.19,52.4,70.8,43.2,Healthy,False
2026-03-01,EDGE-008,Windows 11,15.74,9.8,99.8,48.3,367.7,Failure,True
2026-03-01,EDGE-009,Ubuntu 24.04,20.33,14.4,92.0,10.7,245.5,Failure,False
2026-03-01,EDGE-010,Ubuntu 24.04,24.0,10.53,56.8,37.5,389.2,Healthy,False
2026-03-02,EDGE-001,Windows XP,21.9,15.95,98.7,35.3,166.6,Failure,True
2026-03-02,EDGE-002,Fedora 41,18.47,4.47,33.2,66.3,19.0,Warning,True
2026-03-02,EDGE-003,Ubuntu 24.04,10.2,5.75,80.3,85.5,264.5,Warning,True
2026-03-02,EDGE-004,Windows 11,14.97,11.08,57.3,69.1,130.2,Healthy,False
2026-03-02,EDGE-005,Windows XP,13.01,4.56,61.9,88.9,85.9,Warning,False
2026-03-02,EDGE-006,Ubuntu 24.04,15.66,4.23,26.9,30.9,193.1,Healthy,False
2026-03-02,EDGE-007,Ubuntu 24.04,16.99,0.05,41.0,69.8,129.4,Healthy,False
2026-03-02,EDGE-008,Windows 11,18.93,4.38,38.2,19.5,238.7,Healthy,False
2026-03-02,EDGE-009,Ubuntu 24.04,22.02,9.38,65.4,45.1,97.5,Healthy,False
2026-03-02,EDGE-010,Ubuntu 24.04,17.72,12.38,91.8,61.2,206.8,Warning,True
